storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5,prompt,generated_conclusion
fdf8fa35-23d7-4b5c-a6e1-7f4955343f5c,Nostalgia,Jane passed a small park-like zoo she remembered visiting as a child.,"She turned her car into the park, feeling nostalgic.","Jane went to see the deer, like the ones she once fed by hand.","She saw these deer were scrawny, mangy and had terrified eyes.",Jane wished she had never stopped the car.,"Write a concluding sentence for the following story: 'Jane passed a small park-like zoo she remembered visiting as a child. She turned her car into the park, feeling nostalgic. Jane went to see the deer, like the ones she once fed by hand. She saw these deer were scrawny, mangy and had terrified eyes.","As Jane drove away from the zoo, she couldn't help but feel a sense of sadness for the animals she once cherished in her youth."
ef027c75-f7de-4e35-ad29-ab913fd3d452,Watching a Movie,It had been a long day.,Mary was ready to sit back and relax.,She put on a movie and made some popcorn.,The movie was much better than she anticipated.,She was glad she took this time to unwind.,Write a concluding sentence for the following story: 'It had been a long day. Mary was ready to sit back and relax. She put on a movie and made some popcorn. The movie was much better than she anticipated.,"As the credits rolled, Mary couldn't help but feel grateful for the unexpected joy the movie brought her after a tiring day."
95bb42a0-a3f4-462a-8264-329cb40c772d,Bunny Slopes,Jill was excited to ski for the first time.,Her dad took her to the bunny slope.,She caught on very quickly.,After about an hour she looked sad.,When her dad asked why she said because she thought she'd see bunnies.,Write a concluding sentence for the following story: 'Jill was excited to ski for the first time. Her dad took her to the bunny slope. She caught on very quickly. After about an hour she looked sad.,"Despite her initial excitement and quick progress, Jill's expression now reflected disappointment or frustration."
e2e3e7f2-bc35-4036-a48c-2f4bb370f39c,Mark Plays Music,Mark likes to play guitar.,Mark booked a gig at a local coffeeshop.,Mark played guitar for 2 hours.,The 50 people who showed up applauded him.,Mark packed up his equipment and went home.,Write a concluding sentence for the following story: 'Mark likes to play guitar. Mark booked a gig at a local coffeeshop. Mark played guitar for 2 hours. The 50 people who showed up applauded him.,Mark was thrilled with the turnout and the support from the audience at his gig.
c72d34a9-250e-4df9-9eac-845ca8995f5e,The Expensive Mechanic,Billy's car broke down on the highway.,He looked under the hood and realized his starter was broken.,"The nearest mechanic quoted Billy 300 dollars, which was far too much.",He instead called a friend who came and fixed the starter for $100.,Billy drove away happily with a functioning engine.,"Write a concluding sentence for the following story: 'Billy's car broke down on the highway. He looked under the hood and realized his starter was broken. The nearest mechanic quoted Billy 300 dollars, which was far too much. He instead called a friend who came and fixed the starter for $100.","In the end, Billy's decision to call his friend not only saved him money, but also got him back on the road in no time."
2cfbde24-b779-45f5-90e5-aa1edffd9448,Christmas Shopping.,Frankie had Christmas shopping to do.,She went to the store.,"Inside, she walked around looking for gifts.",Soon her cart was full.,She paid and took her things home.,"Write a concluding sentence for the following story: 'Frankie had Christmas shopping to do. She went to the store. Inside, she walked around looking for gifts. Soon her cart was full.","With a smile, Frankie headed to the checkout, excited to share her thoughtful gifts with her loved ones."
6ed69dfd-bcfa-4eb3-8746-041738724269,Rex Becomes a Father,Rex had given up on any dreams of becoming a father.,He was never a good looking man and he didn't have any money.,One day Rex met a nice woman who liked him despite his shortcomings.,They became married and eventually had a son.,Rex is very proud that he is now a father.,Write a concluding sentence for the following story: 'Rex had given up on any dreams of becoming a father. He was never a good looking man and he didn't have any money. One day Rex met a nice woman who liked him despite his shortcomings. They became married and eventually had a son.,"Despite his initial doubts, Rex's dream of becoming a father came true thanks to the love and acceptance of his wife."
a1385e25-0027-4b83-993f-94d5b16d9003,Moving To California,Laura had just graduated college.,She was planning on moving on California.,She packed all her belongings in her car and drove 18 hours.,When she arrived at her new apartment she unpacked all her things.,Laura loved the new change of scenery at her new place.,Write a concluding sentence for the following story: 'Laura had just graduated college. She was planning on moving on California. She packed all her belongings in her car and drove 18 hours. When she arrived at her new apartment she unpacked all her things.,"As she looked around her new home, Laura couldn't help but feel excited for the new chapter that awaited her in California."
d452cce1-77dd-4d81-bb83-9c0d2359841b,The Chant,Mia sat at home in her living room watching sports.,Her favorite soccer team was playing their rival.,"To encourage her team,  she began chanting positive phrases.","During her chant, her favorite team scored a goal.",Mia cheered loudly and thought that she helped score that goal.,"Write a concluding sentence for the following story: 'Mia sat at home in her living room watching sports. Her favorite soccer team was playing their rival. To encourage her team,  she began chanting positive phrases. During her chant, her favorite team scored a goal.",Mia's positive energy and support helped her favorite soccer team secure a goal in their match against their rival.
fd690939-3915-42b7-9630-6fc41f983473,Drunk Driving,Shannon was driving in the highway.,She then sees a car heading right towards her.,She has no way of escape.,The car hits her and both cars are wrecked.,She is alright though,Write a concluding sentence for the following story: 'Shannon was driving in the highway. She then sees a car heading right towards her. She has no way of escape. The car hits her and both cars are wrecked.,"Thankfully, Shannon emerged from the accident shaken but uninjured, grateful for the reminder to always stay vigilant on the road."
d4da0d69-ed06-4329-bfb6-05507ae4e5b4,Avoiding,Nate couldn't stop calling Diana.,"When she arrived in school, she looked in all directions.","When she saw nate walking, she tried to run to the cafeteria.",He didn't see her for the whole day.,She was able to get on the school bus to go home without seeing him.,"Write a concluding sentence for the following story: 'Nate couldn't stop calling Diana. When she arrived in school, she looked in all directions. When she saw nate walking, she tried to run to the cafeteria. He didn't see her for the whole day.",Days passed by and Diana was finally able to avoid Nate's persistent calls and sightings.
9d9a85ee-22c4-4a0e-a954-1a433b3fd352,Sandy Bounces Back,"After her divorce, Sandy spent a lot of time alone.","Her friends asked her to socialize with them, but she demurred.",Her friends descended upon her with food and movies to watch.,They had a very fun evening and Sandy realized she had missed them.,"Sandy was soon back to normal, regularly going out and enjoying life.","Write a concluding sentence for the following story: 'After her divorce, Sandy spent a lot of time alone. Her friends asked her to socialize with them, but she demurred. Her friends descended upon her with food and movies to watch. They had a very fun evening and Sandy realized she had missed them.","In the end, Sandy was grateful for the support and realized that spending time with friends was exactly what she needed to heal from her divorce."
